Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age,Neighborhood Interaction,overall SF Interaction
2186,75,10215,0,4,1954,1954,Wd Sdng,Wd Sdng,3,PConc,3,3,864.0,5,1,948,3,5,Typ,0,1,1.0,248.0,3,3,2,2007,111000,1.0,2060.0,53,0.0,8240.0
2025,60,8550,0,5,1926,1950,HdBoard,HdBoard,3,PConc,2,3,750.0,3,1,1316,3,7,Typ,0,1,2.0,576.0,3,3,10,2007,90000,1.0,2642.0,81,0.0,13210.0
1916,69,18450,0,6,1965,1979,Plywood,Plywood,3,CBlock,4,3,1021.0,3,1,2380,3,7,Sev,1,1,2.0,596.0,3,3,8,2007,129000,2.5,3997.0,42,0.0,23982.0
1542,69,14778,4,6,1954,2006,HdBoard,HdBoard,4,CBlock,3,3,1296.0,5,1,1640,4,7,Typ,1,1,2.0,924.0,3,3,11,2008,224000,2.0,3860.0,54,15440.0,23160.0
1163,30,3180,6,6,2005,2005,MetalSd,MetalSd,4,PConc,4,3,600.0,5,1,1200,4,5,Typ,0,2,2.0,480.0,3,3,5,2008,165000,3.5,2280.0,3,13680.0,13680.0
205,52,3068,0,6,1920,1993,VinylSd,VinylSd,3,BrkTil,3,3,662.0,5,1,1324,3,6,Typ,0,1,1.0,180.0,3,3,2,2010,122000,1.0,2166.0,90,0.0,12996.0
2261,68,8298,5,8,2006,2007,VinylSd,VinylSd,4,PConc,4,3,1546.0,5,1,1564,5,6,Typ,1,2,2.0,502.0,3,3,9,2007,267300,2.0,3612.0,1,18060.0,28896.0
423,104,13518,10,9,2008,2009,VinylSd,VinylSd,5,PConc,5,3,1926.0,5,1,3140,5,11,Typ,2,3,3.0,820.0,3,3,7,2009,485000,3.5,5886.0,1,58860.0,52974.0
2687,90,33120,0,6,1962,1962,BrkFace,Wd Sdng,3,CBlock,3,3,1595.0,3,1,2486,3,8,Typ,1,1,2.0,576.0,3,3,10,2006,220000,2.0,4657.0,44,0.0,27942.0
1436,69,13142,4,6,1997,1997,VinylSd,VinylSd,3,PConc,4,3,864.0,5,1,1771,4,6,Typ,0,2,2.0,600.0,3,3,7,2008,215700,3.5,3235.0,11,12940.0,19410.0
444,107,11362,10,8,2004,2005,MetalSd,MetalSd,4,PConc,5,3,1836.0,5,1,1836,4,7,Typ,1,3,3.0,862.0,3,3,3,2009,280000,3.0,4534.0,5,45340.0,36272.0
1067,92,10845,10,8,2003,2004,VinylSd,VinylSd,4,PConc,4,3,1603.0,5,1,1575,4,7,Typ,1,3,3.0,732.0,3,3,6,2008,284000,3.0,3910.0,5,39100.0,31280.0
2290,21,1936,0,4,1970,1970,CemntBd,CmentBd,3,CBlock,4,3,630.0,4,1,630,3,3,Typ,0,0,0.0,0.0,0,3,12,2007,84500,2.0,1260.0,37,0.0,5040.0
168,80,9760,0,6,1963,1984,Wd Sdng,Wd Sdng,3,CBlock,3,3,1395.0,3,1,1395,3,7,Min1,1,2,2.0,440.0,3,3,5,2010,192000,2.0,3230.0,47,0.0,19380.0
2643,66,3960,0,7,1930,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,502.0,3,0,1004,4,5,Typ,1,1,1.0,200.0,2,1,7,2006,105000,1.0,1706.0,76,0.0,11942.0
2802,70,9100,4,7,2004,2005,VinylSd,VinylSd,4,PConc,4,3,1860.0,5,1,1836,4,8,Typ,1,3,2.0,484.0,3,3,10,2006,216837,2.0,4180.0,2,16720.0,29260.0
1224,80,9600,0,5,1960,1960,MetalSd,MetalSd,2,CBlock,3,3,1296.0,3,1,1496,4,6,Typ,0,2,2.0,450.0,3,3,2,2008,141500,2.0,3242.0,48,0.0,16210.0
1382,57,9764,0,5,1967,2003,VinylSd,VinylSd,3,CBlock,3,3,894.0,5,1,894,4,5,Typ,0,2,2.0,450.0,3,3,5,2008,130000,2.0,2238.0,41,0.0,11190.0
853,60,8430,4,5,1978,1978,HdBoard,HdBoard,3,CBlock,4,3,1040.0,3,1,1040,3,5,Typ,0,0,0.0,0.0,0,3,8,2009,124000,2.0,2080.0,31,8320.0,10400.0
2237,50,9060,0,5,1923,1999,Wd Sdng,Plywood,3,BrkTil,4,3,859.0,5,1,1828,4,6,Typ,0,0,0.0,0.0,0,3,3,2007,150909,2.0,2687.0,84,0.0,13435.0
2585,66,12778,0,5,1952,2003,MetalSd,MetalSd,3,CBlock,3,3,1008.0,5,1,1008,3,4,Typ,0,2,1.0,280.0,3,3,1,2006,139500,2.0,2296.0,54,0.0,11480.0
2193,60,8172,0,4,1955,1955,WdShing,Plywood,3,CBlock,3,3,864.0,3,1,864,3,5,Typ,0,1,2.0,528.0,3,1,10,2007,79275,2.0,2256.0,52,0.0,9024.0
2262,64,9037,5,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1476.0,5,1,1484,5,6,Typ,1,2,2.0,472.0,3,3,12,2007,265900,2.0,3432.0,1,17160.0,27456.0
1528,52,6292,0,6,1930,1950,Wd Sdng,Wd Sdng,3,BrkTil,4,3,768.0,3,0,790,3,4,Typ,0,1,1.0,160.0,2,3,4,2008,91000,1.0,1718.0,78,0.0,10308.0
370,85,11900,2,5,1977,1977,HdBoard,Wd Sdng,3,PConc,4,3,1122.0,5,1,1934,3,6,Typ,1,1,2.0,567.0,3,2,7,2009,185000,3.5,3623.0,32,7246.0,18115.0
2629,70,7945,0,5,1959,1959,BrkFace,Wd Sdng,3,CBlock,3,3,1150.0,5,1,1150,3,6,Typ,0,2,1.0,300.0,3,3,5,2006,141000,2.0,2600.0,47,0.0,13000.0
1703,134,16659,10,8,2007,2008,VinylSd,VinylSd,4,PConc,4,3,1582.0,5,1,2152,4,7,Typ,1,1,2.0,728.0,3,3,6,2007,260116,2.5,4462.0,0,44620.0,35696.0
793,50,9340,0,4,1941,1950,MetalSd,MetalSd,3,CBlock,3,3,672.0,3,1,672,3,4,Typ,0,1,1.0,234.0,3,1,8,2009,113000,2.0,1578.0,68,0.0,6312.0
1429,69,11454,2,8,1995,1995,VinylSd,VinylSd,4,PConc,4,3,1401.0,5,1,1511,4,6,Typ,1,3,3.0,811.0,3,3,2,2008,225000,3.0,3723.0,13,7446.0,29784.0
648,80,8480,0,5,1945,1950,MetalSd,MetalSd,3,CBlock,3,3,793.0,3,1,793,2,4,Typ,0,1,1.0,240.0,3,3,8,2009,113000,2.0,1826.0,64,0.0,9130.0
279,65,6305,0,6,1975,1975,Plywood,Plywood,3,CBlock,3,3,1008.0,3,1,1096,3,5,Typ,1,1,1.0,352.0,3,3,6,2010,125200,2.0,2456.0,35,0.0,14736.0
1705,82,9709,10,8,2007,2007,VinylSd,VinylSd,5,PConc,5,3,918.0,5,1,2100,5,8,Typ,2,3,3.0,786.0,3,3,9,2007,319500,3.5,3804.0,0,38040.0,30432.0
1257,60,10930,0,5,1945,1950,MetalSd,MetalSd,3,CBlock,3,3,913.0,3,1,1558,3,6,Typ,1,1,1.0,288.0,3,3,4,2008,140000,2.5,2759.0,63,0.0,13795.0
2894,69,50102,5,6,1958,1958,Plywood,Plywood,3,CBlock,4,3,1632.0,3,1,1650,3,6,Typ,2,1,2.0,518.0,3,3,3,2006,250764,2.0,3800.0,48,19000.0,22800.0
1062,74,8899,10,8,2007,2007,VinylSd,VinylSd,5,PConc,4,3,948.0,5,1,2088,4,10,Typ,1,3,3.0,656.0,3,3,6,2008,250000,2.5,3692.0,1,36920.0,29536.0
1729,65,10237,2,6,2005,2006,VinylSd,VinylSd,4,PConc,4,3,768.0,5,1,1536,4,6,Typ,1,3,2.0,400.0,3,3,6,2007,176000,2.5,2704.0,2,5408.0,16224.0
1925,80,9736,0,6,1957,1969,Wd Sdng,Wd Sdng,3,CBlock,3,3,1331.0,4,1,1721,3,8,Typ,3,1,2.0,464.0,3,3,4,2007,174850,1.0,3516.0,50,0.0,21096.0
415,24,2364,0,6,1978,1978,Plywood,Brk Cmn,3,CBlock,4,3,804.0,3,1,1548,3,7,Typ,1,1,2.0,440.0,3,3,7,2009,147000,2.5,2792.0,31,0.0,16752.0
78,55,7892,2,6,1979,1979,Plywood,Plywood,3,CBlock,4,3,918.0,3,1,918,3,5,Typ,1,1,1.0,264.0,3,3,4,2010,99500,2.0,2100.0,31,4200.0,12600.0
428,95,12350,10,9,2009,2009,VinylSd,VinylSd,4,PConc,5,3,1365.0,5,1,2690,5,8,Typ,1,2,3.0,864.0,3,3,7,2009,398800,3.5,4919.0,0,49190.0,44271.0
1756,62,7917,2,6,1999,2000,VinylSd,VinylSd,3,PConc,4,3,953.0,5,1,1647,3,7,Typ,1,2,2.0,460.0,3,3,8,2007,175000,2.5,3060.0,8,6120.0,18360.0
1280,60,7200,0,5,1954,1954,MetalSd,MetalSd,3,CBlock,3,3,825.0,3,1,825,3,4,Typ,0,1,1.0,350.0,3,3,7,2008,109500,1.0,2000.0,54,0.0,10000.0
1928,69,12155,0,6,1970,1970,Plywood,Plywood,3,CBlock,4,3,1657.0,4,1,1657,3,7,Typ,1,1,2.0,484.0,3,3,3,2007,163500,2.0,3798.0,37,0.0,22788.0
2671,69,7446,0,4,1941,1950,WdShing,Wd Shng,3,CBlock,3,3,788.0,3,1,788,3,4,Typ,2,0,0.0,0.0,0,3,4,2006,100000,1.0,1576.0,65,0.0,6304.0
2501,105,11025,8,8,1992,1993,HdBoard,ImStucc,4,PConc,5,3,1334.0,5,1,2826,4,9,Typ,3,2,3.0,888.0,3,3,10,2006,334000,3.5,5048.0,14,40384.0,40384.0
225,65,7832,0,5,1968,1968,HdBoard,HdBoard,3,CBlock,3,3,864.0,5,1,864,3,4,Typ,0,1,1.0,280.0,3,3,5,2010,137250,2.0,2008.0,42,0.0,10040.0
2317,134,19378,2,7,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1392.0,5,1,2462,4,9,Typ,1,2,2.0,576.0,3,3,3,2006,320000,3.5,4430.0,1,8860.0,31010.0
160,69,9830,0,5,1959,2006,Wd Sdng,Wd Sdng,3,CBlock,3,3,1063.0,5,1,1287,4,7,Typ,1,3,2.0,576.0,3,3,3,2010,162000,2.0,2926.0,51,0.0,14630.0
100,69,4403,6,7,2009,2009,MetalSd,MetalSd,5,PConc,5,3,1470.0,5,1,1478,4,7,Typ,1,3,2.0,484.0,3,3,6,2010,222000,3.5,3432.0,1,20592.0,24024.0
482,69,8174,2,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,698.0,5,1,1342,4,7,Typ,1,3,2.0,393.0,3,3,5,2009,178000,3.5,2433.0,6,4866.0,17031.0
177,60,7200,0,5,1940,1992,MetalSd,MetalSd,3,CBlock,3,3,788.0,3,1,804,4,4,Typ,2,1,1.0,240.0,3,3,2,2010,119000,2.0,1832.0,70,0.0,9160.0
1971,69,7590,0,5,1962,1962,VinylSd,VinylSd,3,CBlock,3,3,864.0,3,1,1812,3,8,Typ,1,2,1.0,264.0,3,3,7,2007,169500,2.0,2940.0,45,0.0,14700.0
484,69,8795,2,7,2000,2000,VinylSd,VinylSd,4,PConc,4,3,952.0,5,1,2256,4,8,Typ,1,3,2.0,554.0,3,3,4,2009,236000,2.5,3762.0,9,7524.0,26334.0
1561,44,3843,4,8,2007,2008,CemntBd,CmentBd,5,PConc,5,3,1596.0,5,1,1648,5,5,Typ,1,3,2.0,525.0,3,3,8,2008,294464,3.0,3769.0,1,15076.0,30152.0
992,85,11075,0,6,1969,1969,HdBoard,HdBoard,3,CBlock,2,3,952.0,3,1,2112,3,9,Typ,2,1,2.0,576.0,3,3,6,2008,206900,2.5,3640.0,39,0.0,21840.0
73,76,10142,2,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,956.0,5,1,2084,4,8,Typ,0,2,2.0,618.0,3,3,1,2010,233000,3.5,3658.0,6,7316.0,25606.0
2646,56,7741,0,6,1924,1950,MetalSd,MetalSd,3,BrkTil,3,2,1032.0,4,0,1032,3,5,Typ,0,1,1.0,280.0,3,3,6,2006,108000,1.0,2344.0,82,0.0,14064.0
994,65,8139,2,6,1995,1996,VinylSd,VinylSd,3,PConc,4,3,680.0,4,1,1470,3,7,Typ,1,3,2.0,420.0,3,3,10,2008,165000,2.5,2570.0,13,5140.0,15420.0
2138,45,8982,4,5,1977,1977,CemntBd,CmentBd,3,CBlock,4,3,1040.0,3,1,1040,3,5,Typ,0,1,2.0,748.0,3,3,1,2007,134900,1.5,2828.0,30,11312.0,14140.0
2013,51,6120,0,5,1939,1950,AsbShng,AsbShng,4,BrkTil,3,3,884.0,5,1,884,3,5,Typ,0,1,1.0,240.0,3,3,7,2007,113000,1.0,2008.0,68,0.0,10040.0
2126,70,16561,4,5,1996,1996,VinylSd,VinylSd,3,PConc,4,3,1097.0,5,1,1097,3,6,Typ,0,1,1.0,242.0,3,3,7,2007,147900,2.5,2436.0,11,9744.0,12180.0
898,56,4060,0,5,1922,1950,Wd Sdng,Wd Sdng,3,PConc,2,3,864.0,5,1,864,3,4,Typ,0,0,0.0,0.0,0,3,7,2009,99900,1.0,1728.0,87,0.0,8640.0
1048,24,2308,0,6,1975,1975,Plywood,Brk Cmn,3,CBlock,4,3,855.0,4,1,1456,3,7,Typ,0,2,2.0,460.0,3,3,5,2008,143000,2.5,2771.0,33,0.0,16626.0
2676,52,6240,0,6,1934,1950,Wd Sdng,Wd Sdng,3,PConc,3,3,816.0,3,1,1176,3,6,Typ,1,1,2.0,528.0,3,3,9,2006,114500,1.0,2520.0,72,0.0,15120.0
2498,69,8789,0,5,1967,1967,VinylSd,VinylSd,3,CBlock,3,3,912.0,3,1,941,3,6,Typ,1,1,1.0,288.0,3,3,6,2006,129200,1.0,2141.0,39,0.0,10705.0
1560,64,5587,4,8,2008,2008,CemntBd,CmentBd,5,PConc,5,3,1600.0,5,1,1652,4,5,Typ,1,3,2.0,482.0,3,3,11,2008,392500,3.0,3734.0,0,14936.0,29872.0
296,66,9042,4,7,1941,2006,CemntBd,CmentBd,5,Stone,3,4,1152.0,5,1,2340,4,9,Typ,2,2,1.0,252.0,3,3,5,2010,266500,2.0,3744.0,69,14976.0,26208.0
354,57,8923,2,7,1998,1998,VinylSd,VinylSd,4,PConc,4,3,384.0,4,1,1382,3,7,Typ,1,3,2.0,396.0,3,3,2,2009,177500,2.5,2162.0,11,4324.0,15134.0
970,75,12518,0,5,1968,1968,HdBoard,HdBoard,3,CBlock,3,3,1008.0,4,1,1008,4,6,Typ,0,1,1.0,384.0,3,3,4,2009,139500,1.0,2400.0,41,0.0,12000.0
884,85,11069,4,6,2007,2007,VinylSd,VinylSd,4,PConc,4,3,608.0,5,1,1396,4,6,Typ,1,3,2.0,440.0,3,3,7,2009,170000,2.5,2444.0,2,9776.0,14664.0
1894,80,8800,0,6,1964,1997,MetalSd,MetalSd,3,CBlock,3,3,845.0,5,1,2154,3,8,Typ,1,2,2.0,539.0,3,3,7,2007,224500,2.5,3538.0,43,0.0,21228.0
450,96,13262,10,8,2003,2004,VinylSd,VinylSd,4,PConc,4,3,1082.0,5,1,2400,4,10,Typ,1,3,3.0,730.0,3,3,6,2009,290000,3.5,4212.0,6,42120.0,33696.0
2031,69,7758,0,7,1931,1950,Stucco,Stucco,3,PConc,3,3,1040.0,5,1,1818,3,7,Typ,2,1,1.0,240.0,3,3,6,2007,169500,1.5,3098.0,76,0.0,21686.0
949,43,12118,0,7,2004,2005,VinylSd,VinylSd,4,PConc,5,3,1710.0,5,1,1710,4,7,Typ,1,3,2.0,550.0,3,3,4,2009,240000,2.0,3970.0,5,0.0,27790.0
1907,80,9600,0,5,1955,1955,HdBoard,HdBoard,3,CBlock,3,3,1078.0,5,1,1150,3,6,Typ,0,3,1.0,288.0,3,3,10,2007,144000,2.0,2516.0,52,0.0,12580.0
1906,100,9500,0,6,1964,1978,VinylSd,VinylSd,3,CBlock,3,3,816.0,3,1,1977,3,9,Typ,1,2,2.0,540.0,3,3,6,2007,165000,1.5,3333.0,43,0.0,19998.0
549,50,7175,2,6,1990,1991,Plywood,ImStucc,4,PConc,4,3,1332.0,4,1,1332,4,5,Typ,0,2,2.0,542.0,3,3,2,2009,145000,2.0,3206.0,19,6412.0,19236.0
243,69,11200,0,5,1964,1964,Wd Sdng,Wd Sdng,3,CBlock,3,3,1250.0,5,1,1298,3,5,Typ,0,1,2.0,504.0,3,1,6,2010,114000,2.0,3052.0,46,0.0,15260.0
1697,110,14226,10,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1935.0,4,1,1973,4,9,Typ,1,3,3.0,895.0,3,3,7,2007,395000,2.0,4803.0,1,48030.0,38424.0
2365,24,2760,0,6,1973,1973,HdBoard,HdBoard,3,CBlock,3,3,525.0,3,1,1092,3,6,Typ,0,1,2.0,440.0,3,3,12,2006,105500,1.5,2057.0,33,0.0,12342.0
310,85,11050,0,8,1998,1999,VinylSd,VinylSd,4,PConc,4,3,1049.0,5,1,1916,4,8,Typ,1,1,3.0,741.0,3,3,5,2010,254900,3.5,3706.0,12,0.0,29648.0
1961,60,7200,0,5,1950,1950,WdShing,Wd Shng,3,CBlock,3,3,864.0,2,1,1238,3,6,Min2,1,1,1.0,357.0,3,3,11,2007,102000,1.5,2459.0,57,0.0,12295.0
849,79,12420,4,7,2001,2001,VinylSd,VinylSd,4,PConc,4,3,944.0,5,1,1840,4,6,Typ,0,2,2.0,622.0,3,3,6,2009,230000,3.5,3406.0,8,13624.0,23842.0
2018,51,6120,0,5,1920,2004,MetalSd,MetalSd,3,BrkTil,3,3,939.0,5,1,1513,3,8,Typ,0,1,1.0,180.0,2,1,5,2007,137500,1.5,2632.0,87,0.0,13160.0
1328,55,7111,0,5,1928,1983,WdShing,Wd Shng,4,BrkTil,3,3,1008.0,3,1,1143,3,5,Typ,1,1,1.0,288.0,3,3,7,2008,138000,1.0,2439.0,80,0.0,12195.0
801,66,19255,2,6,1983,1983,Wd Sdng,Wd Sdng,4,CBlock,4,3,520.0,4,1,1338,4,5,Min2,1,1,2.0,576.0,3,3,9,2009,156500,1.5,2434.0,26,4868.0,14604.0
400,70,8120,0,4,1970,1970,MetalSd,MetalSd,3,CBlock,3,3,864.0,5,1,864,3,5,Typ,0,1,2.0,463.0,3,3,7,2009,124500,1.0,2191.0,39,0.0,8764.0
1650,92,11952,3,7,1977,1977,WdShing,Plywood,3,CBlock,4,3,808.0,3,1,1969,3,8,Typ,1,2,2.0,534.0,3,3,11,2007,190000,2.5,3311.0,30,9933.0,23177.0
1084,43,3182,2,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,1266.0,5,1,1266,4,6,Typ,1,3,2.0,388.0,3,3,3,2008,159895,2.0,2920.0,1,5840.0,20440.0
1522,51,9842,0,5,1921,1998,MetalSd,Wd Sdng,3,BrkTil,3,2,612.0,5,1,2601,3,8,Typ,0,2,2.0,621.0,3,3,5,2008,189000,3.5,3834.0,87,0.0,19170.0
2496,69,8020,0,5,1964,1964,HdBoard,HdBoard,3,CBlock,3,3,912.0,3,0,912,3,6,Typ,0,0,0.0,0.0,0,3,4,2006,124000,1.0,1824.0,42,0.0,9120.0
220,69,11341,0,5,1957,1996,Wd Sdng,Wd Sdng,3,CBlock,4,3,1392.0,3,1,1392,3,5,Mod,1,1,2.0,528.0,3,3,5,2010,121500,2.5,3312.0,53,0.0,16560.0
1254,76,12436,0,5,1957,1957,Wd Sdng,Wd Sdng,3,CBlock,3,3,1824.0,2,1,1824,3,9,Typ,0,1,2.0,484.0,3,3,1,2008,146000,2.0,4132.0,51,0.0,20660.0
1443,75,12192,4,7,2000,2001,VinylSd,VinylSd,4,PConc,4,3,928.0,5,1,1823,4,6,Typ,0,2,2.0,626.0,3,3,5,2008,235000,3.5,3377.0,8,13508.0,23639.0
2885,44,3842,4,8,2004,2005,CemntBd,CmentBd,4,PConc,5,3,1594.0,5,1,1646,4,5,Typ,1,3,2.0,525.0,3,3,12,2006,300000,3.0,3765.0,2,15060.0,30120.0
2920,21,1936,0,4,1970,1970,CemntBd,CmentBd,3,CBlock,3,3,546.0,4,1,1092,3,5,Typ,0,0,0.0,0.0,0,3,6,2006,90500,1.5,1638.0,36,0.0,6552.0
1197,74,13101,0,5,1965,1965,HdBoard,HdBoard,3,CBlock,3,3,1728.0,3,1,1728,3,10,Typ,0,1,2.0,576.0,3,3,11,2008,142600,2.0,4032.0,43,0.0,20160.0
848,67,9808,4,7,2002,2002,VinylSd,VinylSd,4,PConc,4,3,1573.0,5,1,1573,4,6,Typ,0,2,2.0,544.0,3,3,3,2009,227000,3.0,3690.0,7,14760.0,25830.0
926,69,8145,4,7,1940,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,920.0,5,1,2480,3,13,Typ,2,1,2.0,400.0,3,3,7,2009,205000,2.5,3800.0,69,15200.0,26600.0
2158,73,17227,4,8,1999,2000,VinylSd,VinylSd,4,PConc,4,3,1341.0,5,1,1341,4,5,Typ,1,2,2.0,482.0,3,3,1,2007,246900,2.5,3164.0,8,12656.0,25312.0
1555,60,5280,0,4,1895,1950,Wd Sdng,Wd Sdng,3,Stone,1,2,173.0,5,0,1361,3,6,Typ,0,1,1.0,185.0,2,3,7,2008,89000,1.0,1719.0,113,0.0,6876.0
278,89,11792,0,4,1948,1950,VinylSd,VinylSd,3,CBlock,3,3,744.0,5,0,1120,2,5,Typ,0,1,2.0,480.0,3,2,6,2010,64000,1.0,2344.0,62,0.0,9376.0
2522,40,3876,1,8,1978,1978,Wd Sdng,Plywood,4,CBlock,4,3,1226.0,3,1,1226,4,4,Typ,1,3,2.0,484.0,3,3,7,2006,170000,2.0,2936.0,28,2936.0,23488.0
434,107,13891,10,9,2008,2009,VinylSd,VinylSd,5,PConc,5,3,1734.0,5,1,2822,5,12,Typ,1,2,3.0,1020.0,3,3,1,2009,582933,3.5,5576.0,1,55760.0,50184.0
2683,50,6000,0,6,1925,1980,MetalSd,MetalSd,3,BrkTil,3,3,1103.0,4,1,1103,4,5,Typ,1,1,2.0,440.0,3,3,7,2006,110500,1.0,2646.0,81,0.0,15876.0
2173,80,8240,0,6,1960,1960,HdBoard,HdBoard,3,CBlock,3,3,1179.0,4,1,1179,3,5,Min2,0,3,2.0,622.0,3,2,6,2007,110000,1.0,2980.0,47,0.0,17880.0
894,50,9405,0,5,1947,2008,VinylSd,VinylSd,3,CBlock,3,3,698.0,5,1,698,3,4,Typ,0,0,0.0,0.0,0,3,6,2009,118000,1.0,1396.0,62,0.0,6980.0
1066,85,10625,10,7,2003,2004,VinylSd,VinylSd,4,PConc,4,3,998.0,5,1,2046,4,8,Typ,1,2,3.0,871.0,3,3,8,2008,284000,3.5,3915.0,5,39150.0,27405.0
1261,70,9247,0,6,1962,1962,HdBoard,HdBoard,3,CBlock,3,3,858.0,5,1,1716,3,8,Typ,1,3,2.0,490.0,3,3,3,2008,171000,1.5,3064.0,46,0.0,18384.0
537,96,10628,2,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,835.0,5,1,1812,4,8,Typ,0,2,2.0,478.0,3,3,1,2009,193000,2.5,3125.0,5,6250.0,21875.0
2301,69,11000,0,5,1976,2003,Plywood,Plywood,3,PConc,4,3,1090.0,3,1,1178,3,6,Typ,0,1,2.0,502.0,3,3,6,2007,135000,2.5,2770.0,31,0.0,13850.0
2854,54,9399,4,7,1919,1950,MetalSd,Stucco,3,BrkTil,3,3,818.0,3,1,1636,4,7,Typ,1,1,1.0,288.0,2,1,9,2006,167000,1.5,2742.0,87,10968.0,19194.0
2649,60,7200,0,4,1950,1950,MetalSd,MetalSd,3,CBlock,3,3,576.0,5,1,864,3,5,Typ,0,2,1.0,528.0,3,3,8,2006,105000,1.0,1968.0,56,0.0,7872.0
2776,78,10264,4,7,1999,1999,VinylSd,VinylSd,4,PConc,4,3,1588.0,5,1,1588,4,6,Typ,0,2,2.0,472.0,3,3,8,2006,214000,2.0,3648.0,7,14592.0,25536.0
2403,69,13215,10,8,2004,2004,VinylSd,VinylSd,4,PConc,4,3,1420.0,5,1,1914,4,9,Typ,1,2,3.0,746.0,3,3,2,2006,279000,3.5,4080.0,2,40800.0,32640.0
2355,81,10530,3,6,1975,2000,Plywood,Plywood,3,CBlock,3,2,675.0,3,1,1875,4,8,Typ,1,2,2.0,485.0,3,3,6,2006,184500,3.0,3035.0,31,9105.0,18210.0
1983,50,6000,0,3,1948,2002,MetalSd,MetalSd,3,CBlock,3,3,649.0,5,1,1183,3,6,Typ,0,1,1.0,308.0,3,3,6,2007,120000,1.5,2140.0,59,0.0,6420.0
547,70,7703,2,6,1992,1992,HdBoard,HdBoard,4,PConc,4,4,816.0,5,1,1730,4,6,Typ,0,2,2.0,528.0,3,3,11,2009,171500,2.5,3074.0,17,6148.0,18444.0
1842,35,4251,6,7,2006,2007,MetalSd,MetalSd,4,PConc,4,3,625.0,5,1,1250,4,5,Typ,0,2,2.0,528.0,3,3,6,2007,164700,2.5,2403.0,1,14418.0,16821.0
2748,88,12128,2,6,1989,1989,HdBoard,HdBoard,4,CBlock,4,3,868.0,5,1,2559,5,9,Typ,1,2,2.0,506.0,3,3,11,2006,209000,2.5,3933.0,17,7866.0,23598.0
2425,69,3072,2,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,1365.0,5,1,1548,4,7,Typ,1,3,2.0,388.0,3,3,9,2006,225000,3.0,3301.0,2,6602.0,23107.0
2837,58,8410,0,5,1910,1996,Wd Sdng,VinylSd,3,PConc,3,3,658.0,3,1,1184,3,8,Typ,0,0,0.0,0.0,0,1,5,2006,81000,1.0,1842.0,96,0.0,9210.0
2456,49,15218,6,8,2006,2006,VinylSd,VinylSd,4,PConc,5,4,1670.0,5,1,1670,4,6,Typ,1,2,3.0,928.0,3,3,9,2006,336820,3.5,4268.0,0,25608.0,34144.0
2114,69,14364,2,7,1988,1989,Plywood,Plywood,4,CBlock,4,3,1157.0,5,1,2062,3,7,Typ,1,3,2.0,454.0,3,3,4,2007,277000,3.5,3673.0,19,7346.0,25711.0
1890,70,8680,0,5,1960,1960,CemntBd,CmentBd,3,CBlock,3,3,894.0,3,1,894,3,5,Typ,0,1,1.0,312.0,3,3,1,2007,117600,1.0,2100.0,47,0.0,10500.0
621,80,9600,0,6,1950,2005,VinylSd,VinylSd,3,CBlock,3,3,856.0,5,1,1668,3,6,Min2,0,1,1.0,271.0,3,3,9,2009,140000,1.5,2795.0,59,0.0,16770.0
1427,91,11778,4,9,2008,2008,VinylSd,VinylSd,5,PConc,5,3,1751.0,5,1,1766,5,8,Typ,2,3,3.0,874.0,3,3,12,2008,395039,3.5,4391.0,0,17564.0,39519.0
1728,59,15810,2,6,2007,2007,VinylSd,VinylSd,4,CBlock,4,3,768.0,5,1,1496,4,7,Typ,0,1,2.0,572.0,3,3,5,2007,181755,3.0,2836.0,0,5672.0,17016.0
2472,91,11024,2,7,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1400.0,5,1,1400,4,6,Typ,0,2,2.0,612.0,3,3,10,2006,186800,2.0,3412.0,1,6824.0,23884.0
610,69,8970,0,5,1965,1965,MetalSd,MetalSd,3,CBlock,3,3,744.0,3,1,2140,3,7,Typ,1,3,2.0,549.0,3,3,6,2009,177500,2.5,3433.0,44,0.0,17165.0
1950,60,10800,0,4,1927,2007,Wd Sdng,Wd Sdng,3,BrkTil,3,3,656.0,3,1,968,3,5,Typ,0,1,1.0,216.0,2,3,8,2007,64500,2.0,1840.0,80,0.0,7360.0
