Id,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,Bsmt Qual,Bsmt Cond,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Mo Sold,Yr Sold,SalePrice,total bath,total sf,age
2713,69,11553,Sawyer,5,1968,1968,Plywood,Plywood,3,CBlock,3,3,1051.0,3,1,1159,3,7,Typ,1,,1,1.0,336.0,3,3,7,2006,158000,1.5,2546.0,38
1938,55,7150,NAmes,4,1955,1955,MetalSd,MetalSd,3,PConc,3,3,1190.0,4,1,1540,2,7,Typ,0,,1,1.0,352.0,3,3,8,2007,115000,2.0,3082.0,52
1819,64,6285,Sawyer,5,1977,1977,Plywood,Plywood,3,CBlock,4,3,894.0,3,1,894,3,5,Typ,0,,1,1.0,308.0,3,3,3,2007,120750,2.0,2096.0,30
23,69,7500,Somerst,7,2000,2000,VinylSd,VinylSd,4,PConc,4,3,814.0,5,1,1674,4,7,Typ,0,,2,2.0,663.0,3,3,1,2010,216000,3.5,3151.0,10
2289,21,2001,MeadowV,4,1970,1970,CemntBd,CmentBd,3,CBlock,3,3,546.0,2,1,1092,3,6,Typ,0,,1,1.0,286.0,3,3,1,2007,75000,1.5,1924.0,37
1156,95,19508,Veenker,6,1974,1974,HdBoard,ImStucc,3,CBlock,3,3,1430.0,3,1,1430,3,6,Typ,2,,1,2.0,484.0,3,3,7,2008,192000,2.0,3344.0,34
2717,69,7176,Sawyer,6,1978,1978,HdBoard,HdBoard,3,CBlock,3,4,960.0,2,1,1040,3,6,Typ,1,,1,2.0,616.0,3,3,7,2006,160500,2.0,2616.0,28
2101,91,10652,CollgCr,7,2006,2007,VinylSd,VinylSd,4,PConc,4,3,1494.0,5,1,1494,4,7,Typ,1,,2,3.0,840.0,3,3,8,2007,279500,2.0,3828.0,1
1377,69,11235,Sawyer,5,1963,1963,HdBoard,Wd Sdng,3,CBlock,4,3,981.0,3,1,1075,4,6,Typ,0,,1,2.0,440.0,3,3,5,2008,148000,2.0,2496.0,45
1381,68,10265,Sawyer,5,1967,2005,HdBoard,HdBoard,3,CBlock,3,3,992.0,5,1,992,4,6,Typ,0,,2,1.0,294.0,3,3,7,2008,145000,2.0,2278.0,41
2502,69,14541,NoRidge,8,1993,1993,MetalSd,MetalSd,4,PConc,4,4,1338.0,5,1,2520,4,10,Typ,1,,2,3.0,796.0,3,3,11,2006,310000,3.5,4654.0,13
2609,83,10184,NAmes,6,1963,1963,HdBoard,HdBoard,3,CBlock,3,3,1083.0,3,1,1146,3,6,Typ,1,,1,1.0,294.0,3,3,6,2006,165000,1.0,2523.0,43
505,52,46589,NoRidge,8,1994,2005,VinylSd,VinylSd,4,PConc,4,4,1629.0,5,1,2448,4,8,Typ,1,,2,3.0,711.0,3,3,7,2009,402000,3.5,4788.0,15
1126,85,10625,Somerst,7,2005,2005,CemntBd,CmentBd,4,PConc,4,3,1026.0,5,1,1958,4,9,Typ,1,,3,3.0,936.0,3,3,7,2008,250000,2.5,3920.0,3
2914,21,1470,MeadowV,4,1970,1970,CemntBd,CmentBd,3,CBlock,4,3,630.0,3,1,630,3,3,Typ,0,,0,0.0,0.0,0,3,4,2006,73000,2.0,1260.0,36
393,60,9000,NAmes,5,1974,1974,VinylSd,VinylSd,3,CBlock,4,3,896.0,3,1,1792,3,8,Typ,0,,0,0.0,0.0,0,3,9,2009,136000,3.0,2688.0,35
2405,48,5911,NridgHt,9,2005,2005,MetalSd,MetalSd,5,PConc,5,3,1560.0,5,1,1565,5,6,Typ,1,,2,2.0,556.0,3,3,3,2006,282500,3.0,3681.0,1
67,73,8987,Somerst,8,2005,2006,VinylSd,VinylSd,4,PConc,4,3,1595.0,5,1,1595,4,6,Typ,1,,2,3.0,880.0,3,3,5,2010,221500,2.0,4070.0,5
2227,69,17871,Crawfor,4,1995,1996,VinylSd,VinylSd,3,PConc,4,3,1680.0,4,1,1680,4,7,Typ,0,,1,2.0,628.0,3,3,6,2007,170000,2.0,3988.0,12
669,77,11500,NAmes,6,1967,1967,HdBoard,HdBoard,2,CBlock,3,2,1040.0,4,1,1040,3,6,Min1,1,,2,2.0,480.0,3,3,5,2009,163000,2.0,2560.0,42
1772,65,12257,NoRidge,8,1995,1995,VinylSd,VinylSd,4,PConc,4,3,1318.0,5,1,2531,4,9,Typ,1,,2,3.0,752.0,3,3,11,2007,290000,2.5,4601.0,12
1775,82,9044,NoRidge,8,1996,1997,VinylSd,VinylSd,4,PConc,4,3,1325.0,5,1,2538,4,8,Typ,1,,2,3.0,933.0,3,3,5,2007,330000,2.5,4796.0,11
403,21,1680,BrDale,6,1973,1973,HdBoard,HdBoard,3,CBlock,3,3,483.0,3,1,987,3,5,Typ,0,,1,1.0,264.0,3,3,7,2009,111000,2.5,1734.0,36
2792,45,9468,CollgCr,6,1999,1999,VinylSd,VinylSd,3,PConc,4,3,840.0,5,1,1755,3,7,Typ,1,,2,2.0,530.0,3,3,8,2006,214000,3.5,3125.0,7
1247,102,9373,NAmes,5,1953,1953,MetalSd,MetalSd,3,CBlock,3,3,1152.0,3,1,1152,3,6,Typ,0,,1,2.0,636.0,3,3,5,2008,137500,1.5,2940.0,55
384,70,7000,Somerst,7,2003,2003,CemntBd,CmentBd,4,PConc,4,3,926.0,5,1,1884,5,7,Typ,1,,2,2.0,581.0,3,3,6,2009,240900,3.5,3391.0,6
91,107,10186,NoRidge,7,1992,1992,HdBoard,HdBoard,4,PConc,4,3,750.0,5,1,1923,4,8,Typ,1,,2,2.0,564.0,3,3,6,2010,190000,3.5,3237.0,18
863,90,11664,CollgCr,7,2002,2002,VinylSd,VinylSd,4,PConc,4,3,1569.0,5,1,1611,4,6,Typ,0,,2,3.0,1231.0,3,3,9,2009,250000,3.0,4411.0,7
1857,90,10768,Veenker,5,1976,2004,Plywood,Plywood,4,CBlock,4,3,1437.0,3,1,1437,4,6,Typ,1,,2,2.0,528.0,3,3,7,2007,218000,3.0,3402.0,31
1870,78,10530,NWAmes,7,1993,1993,MetalSd,MetalSd,4,PConc,4,3,1148.0,5,1,2075,4,8,Typ,1,,1,2.0,473.0,3,3,8,2007,255000,3.5,3696.0,14
2318,50,14859,Gilbert,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1670.0,5,1,1670,4,7,Typ,1,,2,3.0,690.0,3,3,8,2006,240000,2.0,4030.0,0
2100,93,10481,CollgCr,8,2006,2007,CemntBd,CmentBd,4,PConc,4,3,2140.0,5,1,2140,4,8,Typ,0,,3,3.0,894.0,3,3,6,2007,360000,2.5,5174.0,1
1213,85,9350,NAmes,5,1965,1999,BrkFace,BrkFace,3,PConc,3,3,1219.0,4,1,1265,4,6,Typ,1,,2,2.0,502.0,3,3,10,2008,179900,2.0,2986.0,43
2046,138,18030,ClearCr,5,1946,1994,MetalSd,MetalSd,3,CBlock,3,3,1598.0,3,1,3086,5,12,Maj1,1,,0,0.0,0.0,0,3,3,2007,200500,3.0,4684.0,61
710,50,5925,OldTown,3,1910,1950,VinylSd,VinylSd,3,BrkTil,3,3,600.0,2,0,968,3,6,Typ,0,,0,0.0,0.0,0,3,5,2009,37900,1.0,1568.0,99
2268,69,6718,Timber,8,2001,2001,VinylSd,VinylSd,4,PConc,5,3,1267.0,5,1,1312,4,5,Typ,0,,1,2.0,471.0,3,3,1,2007,180500,2.0,3050.0,6
816,69,11855,SawyerW,7,2000,2000,VinylSd,VinylSd,3,PConc,5,3,1168.0,5,1,2787,3,8,Typ,2,,3,4.0,820.0,3,3,10,2009,269500,7.0,4775.0,9
1616,69,12394,Gilbert,7,2003,2003,VinylSd,VinylSd,4,PConc,4,3,847.0,5,1,1733,4,7,Typ,1,,3,2.0,433.0,3,3,10,2007,225000,2.5,3013.0,4
2233,50,7000,IDOTRR,6,1940,1950,Wd Sdng,Wd Sdng,3,BrkTil,3,3,720.0,4,1,1215,4,6,Typ,0,,3,2.0,720.0,3,3,5,2007,141000,1.0,2655.0,67
439,87,10367,NridgHt,9,2008,2008,VinylSd,VinylSd,5,PConc,5,3,1739.0,5,1,1743,5,8,Typ,1,,2,3.0,927.0,3,3,6,2009,335000,3.0,4409.0,1
260,38,15240,CollgCr,5,1977,2004,CemntBd,CmentBd,4,CBlock,4,3,1026.0,5,1,1026,3,5,Typ,0,,1,1.0,308.0,3,3,6,2010,150000,2.5,2360.0,33
2523,68,50271,Veenker,9,1981,1987,WdShing,Wd Shng,4,CBlock,5,3,1842.0,4,1,1842,4,5,Typ,1,,3,3.0,894.0,3,3,11,2006,385000,2.5,4578.0,25
627,85,13600,NAmes,7,1965,1990,HdBoard,HdBoard,3,CBlock,3,3,768.0,3,1,1986,3,7,Typ,3,,1,2.0,486.0,3,3,10,2009,205000,2.5,3240.0,44
251,64,6762,CollgCr,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1187.0,5,1,1208,4,6,Typ,0,,2,2.0,632.0,3,3,2,2010,206000,3.0,3027.0,4
2163,63,8500,CollgCr,7,2004,2004,VinylSd,VinylSd,4,PConc,4,3,1422.0,5,1,1422,4,7,Typ,0,,2,2.0,626.0,3,3,11,2007,179600,2.0,3470.0,3
2819,67,8877,Edwards,4,1951,1951,Wd Sdng,Wd Sdng,3,CBlock,2,2,836.0,3,1,1220,3,6,Typ,0,,1,2.0,396.0,3,3,4,2006,102000,1.0,2452.0,55
1025,69,15611,NWAmes,5,1977,1977,VinylSd,VinylSd,3,PConc,4,3,1126.0,3,1,1126,5,6,Typ,0,,2,2.0,540.0,3,3,3,2008,175000,2.0,2792.0,31
2592,70,13300,NAmes,5,1956,2001,Wd Sdng,VinylSd,3,CBlock,3,3,1015.0,4,1,1384,3,6,Min1,0,,1,2.0,896.0,3,3,6,2006,159000,2.0,3295.0,50
1491,65,6500,Edwards,6,1976,1976,HdBoard,Plywood,3,CBlock,3,5,1127.0,3,1,1127,3,6,Typ,1,,1,2.0,480.0,3,3,5,2008,135000,1.5,2734.0,32
2742,75,9525,Edwards,6,1954,1972,Wd Sdng,Wd Sdng,3,CBlock,3,2,994.0,4,1,1855,3,7,Typ,0,,1,1.0,325.0,3,3,10,2006,136900,2.0,3174.0,52
2497,65,6993,Sawyer,5,1961,1994,HdBoard,Plywood,3,CBlock,3,3,912.0,3,1,1236,3,6,Typ,1,,1,1.0,288.0,3,3,6,2006,135000,1.0,2436.0,45
495,82,9430,NoRidge,8,1999,1999,VinylSd,VinylSd,4,PConc,4,3,1252.0,5,1,2365,4,8,Typ,1,,2,3.0,856.0,3,3,7,2009,337000,3.5,4473.0,10
2528,69,11029,NWAmes,6,1968,1984,HdBoard,HdBoard,3,CBlock,3,3,1054.0,3,1,2654,4,9,Typ,1,,1,2.0,619.0,3,3,8,2006,250000,3.5,4327.0,38
1033,69,14311,NWAmes,8,1996,1996,VinylSd,VinylSd,4,PConc,4,3,1236.0,5,1,2340,4,9,Typ,1,,2,3.0,787.0,3,3,6,2008,306000,3.5,4363.0,12
764,60,10800,Edwards,5,1987,1988,Plywood,Plywood,3,CBlock,4,4,1200.0,3,1,1200,3,5,Typ,0,,0,0.0,0.0,0,3,3,2009,179000,6.0,2400.0,22
1165,34,3604,Somerst,7,2007,2007,VinylSd,VinylSd,4,PConc,4,3,689.0,5,1,1392,4,5,Typ,0,,1,2.0,540.0,3,3,2,2008,146000,2.0,2621.0,1
2037,60,10320,IDOTRR,6,1915,1950,MetalSd,MetalSd,3,CBlock,3,2,1138.0,4,1,2180,3,7,Typ,1,,1,2.0,720.0,3,1,5,2007,161000,1.5,4038.0,92
113,69,10603,NWAmes,6,1977,2001,Plywood,Plywood,3,PConc,3,3,1610.0,4,1,1610,4,6,Typ,2,,2,2.0,480.0,3,3,2,2010,205000,3.0,3700.0,33
1572,42,4084,Timber,7,1986,1986,VinylSd,VinylSd,4,CBlock,4,3,1277.0,4,1,1501,4,6,Typ,1,,3,2.0,512.0,3,3,7,2008,241500,3.0,3290.0,22
2052,61,7943,Sawyer,4,1961,1961,VinylSd,VinylSd,3,CBlock,3,3,1029.0,4,1,1029,3,5,Typ,0,,1,1.0,261.0,3,3,4,2007,118500,2.0,2319.0,46
2702,92,6930,ClearCr,5,1958,1958,Wd Sdng,ImStucc,3,CBlock,3,3,1062.0,5,1,1352,4,6,Min2,0,,1,1.0,288.0,3,3,7,2006,130000,1.0,2702.0,48
1981,60,7200,OldTown,5,1940,1950,VinylSd,VinylSd,3,CBlock,3,3,808.0,5,1,1072,3,5,Typ,2,,1,2.0,379.0,3,3,5,2007,130000,1.0,2259.0,67
2335,82,16052,StoneBr,10,2006,2006,VinylSd,VinylSd,5,PConc,5,3,1850.0,5,1,2698,5,11,Typ,1,,2,3.0,736.0,3,3,7,2006,535000,3.5,5284.0,0
563,65,7150,Sawyer,5,1962,1962,VinylSd,VinylSd,3,CBlock,3,3,912.0,4,1,912,3,6,Typ,0,,1,1.0,252.0,3,3,10,2009,123000,1.0,2076.0,47
1502,65,6012,Edwards,4,1955,1955,AsbShng,Plywood,3,PConc,0,0,0.0,3,0,1152,3,6,Typ,0,,0,0.0,0.0,0,1,6,2008,82000,2.0,1152.0,53
1310,53,5350,OldTown,7,1920,1965,Wd Sdng,Wd Shng,3,BrkTil,3,3,624.0,5,1,1450,3,7,Typ,0,,1,1.0,288.0,3,3,3,2008,132000,1.0,2362.0,88
2598,60,5400,OldTown,5,1921,1968,MetalSd,MetalSd,3,BrkTil,3,3,1073.0,5,1,1073,3,4,Typ,0,,1,1.0,326.0,3,3,12,2006,108480,1.0,2472.0,85
2715,69,9535,Sawyer,5,1967,1967,HdBoard,HdBoard,3,CBlock,3,3,1176.0,3,1,1458,3,7,Typ,1,,1,2.0,512.0,3,3,7,2006,165000,2.5,3146.0,39
1810,65,7441,SawyerW,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1461.0,5,1,1486,4,7,Typ,0,,2,2.0,566.0,3,3,6,2007,181000,2.0,3513.0,1
778,88,15400,Sawyer,5,1961,1961,HdBoard,HdBoard,3,CBlock,3,4,552.0,3,1,1774,3,8,Typ,1,,1,1.0,384.0,3,3,7,2009,165000,2.0,2710.0,48
339,68,10544,Mitchel,5,1969,1969,HdBoard,HdBoard,3,CBlock,3,3,864.0,3,1,1479,3,8,Typ,0,,3,1.0,275.0,3,3,4,2010,161000,2.0,2618.0,41
2460,85,10936,Somerst,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1504.0,5,1,1504,4,7,Typ,0,,3,2.0,510.0,3,3,9,2006,199000,2.0,3518.0,0
320,80,11316,Timber,7,2002,2003,VinylSd,VinylSd,4,PConc,4,3,817.0,5,1,1894,4,8,Typ,1,,3,2.0,510.0,3,3,2,2010,214900,3.5,3221.0,8
2461,72,8640,Somerst,8,2006,2006,VinylSd,VinylSd,4,PConc,4,3,1278.0,5,1,1278,4,5,Typ,0,,2,2.0,584.0,3,3,10,2006,198600,2.0,3140.0,0
2449,93,12090,NoRidge,8,1998,1998,VinylSd,VinylSd,4,PConc,4,3,1141.0,4,1,2263,4,10,Typ,1,,3,2.0,420.0,3,3,7,2006,258000,2.5,3824.0,8
817,69,7939,SawyerW,7,2000,2000,VinylSd,VinylSd,3,PConc,5,3,1168.0,5,1,2787,3,8,Typ,2,,3,4.0,820.0,3,3,10,2009,269500,7.0,4775.0,9
1096,69,7750,Gilbert,7,2002,2002,VinylSd,VinylSd,4,PConc,4,3,707.0,5,1,1414,4,6,Typ,1,,3,2.0,403.0,3,3,4,2008,176000,2.5,2524.0,6
1893,85,9350,NAmes,6,1964,1991,HdBoard,HdBoard,3,CBlock,4,3,1302.0,5,1,1302,4,7,Min1,0,,2,1.0,309.0,3,3,10,2007,158000,2.0,2913.0,43
479,69,7750,Gilbert,8,2002,2002,VinylSd,VinylSd,4,PConc,4,3,408.0,5,1,1419,4,7,Typ,1,,3,2.0,527.0,3,3,3,2009,184100,3.5,2354.0,7
1657,128,13001,NWAmes,6,1971,1971,HdBoard,HdBoard,3,CBlock,3,3,1625.0,3,1,1220,3,6,Typ,1,,1,2.0,944.0,3,3,9,2007,170000,2.0,3789.0,36
937,69,13607,Crawfor,6,1986,1986,VinylSd,VinylSd,3,CBlock,3,3,572.0,4,1,1982,3,6,Typ,1,,3,2.0,501.0,3,3,4,2009,208000,3.5,3055.0,23
879,69,4435,CollgCr,6,2003,2003,VinylSd,VinylSd,4,PConc,4,3,848.0,5,1,848,4,4,Typ,0,,3,2.0,420.0,3,3,5,2009,140000,2.0,2116.0,6
945,44,3843,Crawfor,8,2007,2008,CemntBd,CmentBd,5,PConc,5,3,1596.0,5,1,1648,5,5,Typ,1,,3,2.0,482.0,3,3,6,2009,230000,3.0,3726.0,2
1010,65,5950,StoneBr,8,1989,1989,HdBoard,HdBoard,4,PConc,4,3,1337.0,4,1,1337,4,5,Typ,1,,2,2.0,462.0,3,3,4,2008,188500,3.0,3136.0,19
2861,80,12400,Crawfor,5,1940,1950,Wd Sdng,Wd Sdng,3,CBlock,4,3,901.0,3,1,1717,3,7,Typ,1,,1,1.0,410.0,3,3,2,2006,194000,1.5,3028.0,66
1245,75,10425,NAmes,5,1956,1958,MetalSd,MetalSd,3,CBlock,3,3,1104.0,4,1,1104,3,5,Typ,0,,2,1.0,384.0,3,3,4,2008,133000,2.0,2592.0,52
854,69,16269,CollgCr,5,1978,1978,MetalSd,MetalSd,3,BrkTil,4,3,907.0,3,1,907,3,5,Typ,0,,1,1.0,343.0,3,3,7,2009,140000,1.0,2157.0,31
1437,68,8998,CollgCr,7,2000,2000,VinylSd,VinylSd,4,PConc,4,3,782.0,5,1,1652,4,6,Typ,0,,2,2.0,532.0,3,3,6,2008,207500,2.5,2966.0,8
586,80,10400,NWAmes,6,1967,1997,MetalSd,MetalSd,3,PConc,3,3,932.0,4,1,2640,4,8,Typ,1,,2,2.0,515.0,3,3,5,2009,256900,2.5,4087.0,42
1947,60,10134,OldTown,5,1940,1950,MetalSd,MetalSd,3,CBlock,3,3,735.0,4,1,1034,3,5,Typ,0,,1,1.0,240.0,3,3,7,2007,109000,1.0,2009.0,67
815,64,7007,SawyerW,5,1979,1979,HdBoard,HdBoard,3,Slab,0,0,0.0,3,1,1513,3,8,Typ,0,,1,2.0,400.0,3,3,6,2009,113722,2.0,1913.0,30
831,78,11645,CollgCr,8,2005,2006,VinylSd,VinylSd,4,PConc,5,3,1498.0,5,1,1498,4,7,Typ,1,,3,3.0,844.0,3,3,3,2009,237000,2.0,3840.0,4
1919,60,8250,NAmes,5,1963,1963,MetalSd,MetalSd,3,CBlock,3,3,1053.0,4,1,1053,4,6,Typ,0,,2,2.0,692.0,3,3,7,2007,142100,2.0,2798.0,44
2306,69,11027,NAmes,6,1954,1954,Wd Sdng,Wd Sdng,3,CBlock,3,3,1178.0,4,1,1293,3,5,Typ,0,,2,2.0,452.0,3,3,5,2006,149900,3.0,2923.0,52
430,95,12350,NridgHt,9,2008,2008,VinylSd,VinylSd,5,PConc,5,3,2020.0,5,1,2020,5,7,Typ,1,,2,3.0,896.0,3,3,5,2009,404000,3.0,4936.0,1
2618,69,18275,NAmes,7,1962,1998,Plywood,Plywood,3,CBlock,3,3,1438.0,3,1,2448,3,9,Typ,2,,2,2.0,441.0,3,3,9,2006,277500,4.0,4327.0,44
245,77,9206,SawyerW,6,1985,1985,HdBoard,HdBoard,4,CBlock,4,3,741.0,3,1,1732,4,7,Typ,1,,3,2.0,476.0,3,3,6,2010,178000,2.5,2949.0,25
462,48,6240,NridgHt,8,2006,2006,MetalSd,MetalSd,4,PConc,4,3,1324.0,5,1,1324,4,6,Typ,1,,3,2.0,550.0,3,3,12,2009,254000,3.0,3198.0,3
182,68,9656,OldTown,2,1923,1970,AsbShng,AsbShng,3,BrkTil,2,2,678.0,3,0,832,3,5,Typ,1,,1,2.0,780.0,2,1,6,2010,12789,1.0,2290.0,87
1625,63,7875,Gilbert,7,1995,1996,HdBoard,HdBoard,3,PConc,4,4,1237.0,4,1,1253,3,6,Typ,1,,3,2.0,402.0,3,3,6,2007,176000,2.0,2892.0,12
2381,111,16259,NridgHt,9,2006,2006,VinylSd,VinylSd,3,PConc,5,4,1249.0,5,1,2596,4,9,Typ,0,,2,3.0,840.0,3,3,9,2006,342643,3.5,4685.0,0
1827,69,6173,Sawyer,5,1967,1967,HdBoard,Wd Sdng,3,CBlock,3,3,876.0,3,1,902,3,6,Typ,0,,1,1.0,288.0,3,3,8,2007,125500,1.0,2066.0,40
1580,75,12890,Timber,6,1989,1989,Wd Sdng,Wd Sdng,3,CBlock,4,3,1495.0,5,1,1495,3,8,Typ,1,,1,2.0,438.0,3,3,7,2008,150000,2.0,3428.0,19
1803,84,10440,Somerst,8,2007,2007,CemntBd,CmentBd,5,PConc,4,3,1574.0,5,1,1584,5,6,Typ,1,,3,2.0,594.0,3,3,5,2007,261329,2.0,3752.0,0
1132,63,7500,SawyerW,7,2004,2005,VinylSd,VinylSd,3,PConc,4,3,1080.0,5,1,1080,4,6,Typ,0,,0,0.0,0.0,0,3,4,2008,141000,2.0,2160.0,4
1941,75,9532,NAmes,4,1953,1953,VinylSd,VinylSd,3,CBlock,3,3,1105.0,4,1,1647,3,6,Min1,1,,3,1.0,280.0,3,3,2,2007,153000,2.0,3032.0,54
1742,53,3922,Blmngtn,7,2006,2007,WdShing,Wd Shng,4,PConc,5,3,1258.0,5,1,1258,4,6,Typ,1,,3,3.0,648.0,3,3,6,2007,172500,2.0,3164.0,1
2026,60,8730,BrkSide,6,1915,2003,Wd Sdng,Wd Sdng,3,BrkTil,3,3,698.0,5,1,1396,3,7,Typ,0,,1,1.0,384.0,3,3,7,2007,153575,1.0,2478.0,92
2245,60,6060,IDOTRR,5,1930,2007,MetalSd,MetalSd,4,BrkTil,3,3,837.0,5,1,1001,4,5,Typ,0,,1,1.0,216.0,3,1,11,2007,124900,1.0,2054.0,77
1691,107,14450,NridgHt,9,2006,2007,CemntBd,CmentBd,5,PConc,5,3,2121.0,5,1,2121,5,8,Typ,1,,3,3.0,732.0,3,3,5,2007,415298,2.5,4974.0,1
725,60,5400,OldTown,6,1920,1950,MetalSd,MetalSd,2,BrkTil,3,3,972.0,5,1,1480,3,6,Typ,0,,1,1.0,207.0,2,3,9,2009,119000,1.0,2659.0,89
1787,85,10000,Somerst,8,2006,2006,VinylSd,VinylSd,4,PConc,4,4,1588.0,5,1,1588,4,7,Typ,1,,2,3.0,825.0,3,3,12,2007,227000,2.0,4001.0,1
1216,72,10007,NAmes,5,1959,2006,HdBoard,HdBoard,4,CBlock,3,3,1053.0,5,1,1053,4,5,Typ,0,,2,1.0,312.0,3,3,8,2008,145500,2.5,2418.0,49
2654,52,7830,OldTown,3,1921,1950,AsbShng,AsbShng,3,BrkTil,2,3,492.0,3,1,492,3,3,Typ,0,,1,1.0,200.0,2,1,6,2006,61500,2.0,1184.0,85
2310,90,11727,NAmes,7,1969,1969,HdBoard,HdBoard,3,CBlock,3,3,1851.0,4,1,1851,3,8,Typ,1,,3,2.0,506.0,3,3,3,2006,192100,2.0,4208.0,37
761,60,10320,IDOTRR,6,1915,1965,MetalSd,MetalSd,3,CBlock,3,3,698.0,5,1,1403,3,7,Typ,0,,1,1.0,308.0,3,3,2,2009,116000,2.5,2409.0,94
1884,65,10482,NAmes,6,1958,1958,VinylSd,VinylSd,3,CBlock,3,3,588.0,5,1,1138,3,6,Typ,0,,2,1.0,264.0,3,3,6,2007,145000,1.0,1990.0,49
449,110,15274,NridgHt,9,2003,2003,VinylSd,VinylSd,4,PConc,5,3,2452.0,5,1,2452,5,10,Typ,1,,3,3.0,886.0,3,3,7,2009,445000,4.0,5790.0,6
856,61,8800,CollgCr,5,1977,2008,HdBoard,HdBoard,3,CBlock,4,3,1040.0,3,1,1040,4,5,Typ,0,,1,2.0,484.0,3,3,9,2009,150500,2.0,2564.0,32
11,75,10000,Gilbert,6,1993,1994,HdBoard,HdBoard,3,PConc,4,3,763.0,4,1,1655,3,7,Typ,1,,3,2.0,440.0,3,3,4,2010,175900,2.5,2858.0,17
389,78,10140,NWAmes,6,1974,1974,Plywood,Plywood,3,CBlock,3,3,1116.0,5,1,1116,3,6,Typ,1,,2,2.0,528.0,3,3,4,2009,167900,3.0,2760.0,35
2415,58,14054,Gilbert,7,2006,2006,VinylSd,VinylSd,4,PConc,4,3,879.0,5,1,1863,4,9,Typ,1,,3,3.0,660.0,3,3,11,2006,219210,2.5,3402.0,0
77,70,11218,SawyerW,6,1992,1992,Wd Sdng,Wd Sdng,4,PConc,4,3,1055.0,5,1,1845,4,8,Typ,1,,2,2.0,462.0,3,3,5,2010,189000,2.5,3362.0,18
1238,74,8856,NAmes,5,1957,1957,Wd Sdng,Wd Sdng,3,CBlock,3,3,1176.0,3,1,1176,3,6,Typ,2,,2,1.0,292.0,3,3,5,2008,136500,2.0,2644.0,51
223,65,7800,Sawyer,5,1966,2008,HdBoard,HdBoard,3,CBlock,3,3,864.0,5,1,892,4,5,Typ,0,,1,1.0,416.0,3,3,6,2010,137900,2.0,2172.0,44
723,60,7200,OldTown,5,1910,2006,MetalSd,Stucco,3,BrkTil,3,3,1022.0,3,0,1022,3,4,Maj2,0,,1,1.0,280.0,3,3,6,2009,85000,2.0,2324.0,99
2562,89,10680,NAmes,5,1951,1951,Wd Sdng,Wd Sdng,3,CBlock,3,2,2136.0,3,0,2136,3,7,Mod,0,,1,2.0,528.0,3,3,10,2006,137900,2.0,4800.0,55
995,59,9535,Gilbert,6,1998,1998,VinylSd,VinylSd,3,PConc,4,3,926.0,5,1,1604,3,7,Typ,0,,3,2.0,472.0,3,3,5,2008,195500,2.5,3002.0,10
287,66,6858,SWISU,6,1915,1950,Wd Sdng,Wd Sdng,3,PConc,4,3,806.0,3,0,1647,2,6,Typ,0,,1,1.0,216.0,3,3,5,2010,128000,2.5,2669.0,95
1152,75,8100,Sawyer,5,1961,2007,Wd Sdng,Wd Sdng,3,CBlock,3,3,864.0,5,1,864,4,5,Typ,1,,1,1.0,420.0,3,3,7,2008,135000,2.0,2148.0,47
1449,69,9216,CollgCr,5,1975,1975,HdBoard,HdBoard,3,CBlock,3,3,1076.0,3,1,1076,3,5,Typ,1,,1,2.0,576.0,3,3,9,2008,143195,1.5,2728.0,33
1330,50,9100,BrkSide,5,1930,1960,VinylSd,VinylSd,3,BrkTil,3,3,742.0,3,1,935,3,4,Typ,0,,1,1.0,308.0,3,2,8,2008,79500,1.0,1985.0,78
1134,67,12774,SawyerW,7,2003,2004,VinylSd,VinylSd,4,PConc,4,3,835.0,5,1,1663,4,8,Typ,0,,2,2.0,478.0,3,3,7,2008,192500,2.5,2976.0,5
706,50,6000,OldTown,5,1950,1970,Wd Sdng,Wd Sdng,3,CBlock,3,3,768.0,3,1,1328,3,6,Typ,0,,1,1.0,308.0,3,3,3,2009,129500,1.5,2404.0,59
1617,69,10364,Gilbert,6,1995,1996,MetalSd,MetalSd,3,PConc,4,3,806.0,4,1,1572,3,7,Typ,1,,3,2.0,373.0,3,3,5,2007,168000,2.5,2751.0,12
1339,50,6000,BrkSide,6,1939,1950,Wd Sdng,Wd Sdng,3,CBlock,3,3,739.0,5,1,1342,3,7,Typ,1,,1,1.0,240.0,3,3,4,2008,105000,2.0,2321.0,69
1664,69,10530,NAmes,6,1971,1971,Plywood,Plywood,3,CBlock,3,3,981.0,3,1,981,3,5,Typ,0,,1,2.0,576.0,3,3,3,2007,143250,2.5,2538.0,36
1433,75,9525,CollgCr,5,1995,2006,VinylSd,VinylSd,3,PConc,4,3,1099.0,5,1,1099,4,6,Typ,0,,1,1.0,352.0,3,3,6,2008,144000,1.5,2550.0,13
